chapter,chapter_title,section_number,depth,name,short_name,aliases,slug,parent_name,icd10_codes,icd10_raw,review_flag,route,seed_action
15,Family Planning (FP),15.1.10,3,Summary of Medical Eligibility for Contraceptives,,,summary-of-medical-eligibility-for-contraceptives,,,,no-code-in-source,chapters/15/15-01-10-summary-of-medical-eligibility-for-contraceptives,seed
15,Family Planning (FP),15.2.1,3,Condom,,Male,condom,,Z30.0 Z30.49,Z30.0 / Z30.49,"duplicate-name:15.2.1,15.2.2",chapters/15/15-02-01-condom-male,seed
15,Family Planning (FP),15.2.2,3,Condom,,Female,condom,,Z30.0 Z30.49,Z30.0 / Z30.49,"duplicate-name:15.2.1,15.2.2",chapters/15/15-02-02-condom-female,seed
15,Family Planning (FP),15.2.3,3,Combined Oral Contraceptive Pill,COC,,combined-oral-contraceptive-pill,,Z30.0 Z30.41,Z30.0 / Z30.41,,chapters/15/15-02-03-combined-oral-contraceptive-pill-coc,seed
15,Family Planning (FP),15.2.4,3,Progestogen-Only Pill,POP,,progestogen-only-pill,,Z30.0 Z30.41,Z30.0 / Z30.41,,chapters/15/15-02-04-progestogen-only-pill-pop,seed
15,Family Planning (FP),15.2.5,3,Injectable Progestogen-Only Contraceptive,,,injectable-progestogen-only-contraceptive,,Z30.0 Z30.42,Z30.0 / Z30.42,,chapters/15/15-02-05-injectable-progestogen-only-contraceptive,seed
15,Family Planning (FP),15.2.6,3,Progestogen-Only Sub-Dermal Implant,,,progestogen-only-sub-dermal-implant,,Z30.0 Z30.46,Z30.0 / Z30.46,,chapters/15/15-02-06-progestogen-only-sub-dermal-implant,seed
15,Family Planning (FP),15.2.7,3,Emergency Contraception,,Pill and IUD,emergency-contraception,,Z30.012,Z30.012,,chapters/15/15-02-07-emergency-contraception-pill-and-iud,seed
15,Family Planning (FP),15.2.8,3,Intrauterine Device,IUD,,intrauterine-device,,Z30.014,Z30.014,,chapters/15/15-02-08-intrauterine-device-iud,seed
15,Family Planning (FP),15.2.9,3,Natural FP: Cervical Mucus Method and Moon Beads,CMM,,natural-fp-cervical-mucus-method-and-moon-beads,,Z30.02,Z30.02,non-clinical-subject?,chapters/15/15-02-09-natural-fp-cervical-mucus-method-cmm-and-moon,skip
15,Family Planning (FP),15.2.10,3,Natural FP: Lactational Amenorrhoea Method,LAM,,natural-fp-lactational-amenorrhoea-method,,Z30.02,Z30.02,non-clinical-subject?,chapters/15/15-02-10-natural-fp-lactational-amenorrhoea-method-lam,skip
15,Family Planning (FP),15.2.11,3,Surgical Contraception for Men: Vasectomy,,,surgical-contraception-for-men-vasectomy,,Z30.2,Z30.2,,chapters/15/15-02-11-surgical-contraception-for-men-vasectomy,seed
15,Family Planning (FP),15.2.12,3,Surgical Contraception for Women: Tubal Ligation,,,surgical-contraception-for-women-tubal-ligation,,Z30.2,Z30.2,,chapters/15/15-02-12-surgical-contraception-for-women-tubal-ligation,seed
16,Obstetric Conditions,16.1.1,3,Goal-Oriented Antenatal Care Protocol,,,goal-oriented-antenatal-care-protocol,,,,no-code-in-source,chapters/16/16-01-01-goal-oriented-antenatal-care-protocol,seed
16,Obstetric Conditions,16.1.2,3,Management of Common Complaints during Pregnancy,,,management-of-common-complaints-during-pregnancy,,,,non-clinical-subject? no-code-in-source,chapters/16/16-01-02-management-of-common-complaints-during-pregnancy,skip
16,Obstetric Conditions,16.1.3,3,High Risk Pregnancy,HRP,,high-risk-pregnancy,,O09,O09,,chapters/16/16-01-03-high-risk-pregnancy-hrp,seed
16,Obstetric Conditions,16.2.1,3,Anaemia in Pregnancy,,,anaemia-in-pregnancy,,O99.019,O99.019,,chapters/16/16-02-01-anaemia-in-pregnancy,seed
16,Obstetric Conditions,16.2.2,3,Pregnancy and HIV Infection,,,pregnancy-and-hiv-infection,,,,no-code-in-source,chapters/16/16-02-02-pregnancy-and-hiv-infection,seed
16,Obstetric Conditions,16.2.2.1,4,Care for HIV-Positive Women,,eMTCT,care-for-hiv-positive-women,Pregnancy and HIV Infection,O98.719,O98.719,,,seed
16,Obstetric Conditions,16.2.2.2,4,Counselling for HIV-Positive Mothers,,,counselling-for-hiv-positive-mothers,Pregnancy and HIV Infection,,,non-clinical-subject? no-code-in-source,chapters/16/16-02-02-02-counselling-for-hiv-positive-mothers,skip
16,Obstetric Conditions,16.2.3,3,Chronic Hypertension in Pregnancy,,,chronic-hypertension-in-pregnancy,,O10 O13,"O10, O13",,chapters/16/16-02-03-chronic-hypertension-in-pregnancy,seed
16,Obstetric Conditions,16.2.4,3,Malaria in Pregnancy,,,malaria-in-pregnancy,,B54,B54,,chapters/16/16-02-04-malaria-in-pregnancy,seed
16,Obstetric Conditions,16.2.5,3,Diabetes in Pregnancy,,,diabetes-in-pregnancy,,O24,O24,,chapters/16/16-02-05-diabetes-in-pregnancy,seed
16,Obstetric Conditions,16.3.1,3,Hyperemesis Gravidarum,,,hyperemesis-gravidarum,,O21,O21,,chapters/16/16-03-01-hyperemesis-gravidarum,seed
16,Obstetric Conditions,16.3.2,3,Vaginal Bleeding in Early Pregnancy / Abortion,,,vaginal-bleeding-in-early-pregnancy-abortion,,O20,O20,,chapters/16/16-03-02-vaginal-bleeding-in-early-pregnancy-abortion,seed
16,Obstetric Conditions,16.3.3,3,Ectopic Pregnancy,,,ectopic-pregnancy,,O00,O00,,chapters/16/16-03-03-ectopic-pregnancy,seed
16,Obstetric Conditions,16.3.4,3,Premature Rupture of Membranes,,PROM and PPROM,premature-rupture-of-membranes,,O42,O42,,chapters/16/16-03-04-premature-rupture-of-membranes-prom-pprom,seed
16,Obstetric Conditions,16.3.5,3,Chorioamnionitis,,,chorioamnionitis,,,,no-code-in-source,chapters/16/16-03-05-chorioamnionitis,seed
16,Obstetric Conditions,16.4.2,3,Induction of Labour,,,induction-of-labour,,,,no-code-in-source,chapters/16/16-04-02-induction-of-labour,seed
16,Obstetric Conditions,16.4.3,3,Obstructed Labour,,,obstructed-labour,,O64-O66,O64-O66,,,seed
16,Obstetric Conditions,16.4.4,3,Ruptured Uterus,,,ruptured-uterus,,O71.1,O71.1,,chapters/16/16-04-04-ruptured-uterus,seed
16,Obstetric Conditions,16.4.5,3,Retained Placenta,,,retained-placenta,,O73,O73,,chapters/16/16-04-05-retained-placenta,seed
16,Obstetric Conditions,16.4.6,3,Postpartum Haemorrhage,PPH,,postpartum-haemorrhage,,O72,O72,,chapters/16/16-04-06-postpartum-haemorrhage-pph-icd10-code-o72,seed
16,Obstetric Conditions,16.4.8,3,Care of Mother and Baby Immediately After Delivery,,,care-of-mother-and-baby-immediately-after-delivery,,Z39,Z39,non-clinical-subject?,chapters/16/16-04-08-care-of-mother-and-baby-immediately-after-delivery,skip
16,Obstetric Conditions,16.4.8.1,4,Care of Mother Immediately After Delivery,,,care-of-mother-immediately-after-delivery,Care of Mother and Baby Immediately After Delivery,,,non-clinical-subject? no-code-in-source,chapters/16/16-04-08-01-care-of-mother-immediately-after-delivery,skip
16,Obstetric Conditions,16.4.8.2,4,Care of Baby Immediately After Delivery,,,care-of-baby-immediately-after-delivery,Care of Mother and Baby Immediately After Delivery,,,non-clinical-subject? no-code-in-source,chapters/16/16-04-08-02-care-of-baby-immediately-after-delivery,skip
16,Obstetric Conditions,16.5.1,3,Newborn Resuscitation,,,newborn-resuscitation,,P22,P22,,,seed
16,Obstetric Conditions,16.5.2,3,General Care of Newborn After Delivery,,,general-care-of-newborn-after-delivery,,,,non-clinical-subject? no-code-in-source,chapters/16/16-05-02-general-care-of-newborn-after-delivery,skip
16,Obstetric Conditions,16.5.1.2,4,Postpartum Examination of the Mother Up to 6 Weeks,,,postpartum-examination-of-the-mother-up-to-6-weeks,Newborn Resuscitation,,,no-code-in-source,chapters/16/16-05-01-02-postpartum-examination-of-the-mother-up-to-6-weeks,seed
16,Obstetric Conditions,16.5.3,3,Extra Care of Small Babies or Twins in the First Days of Life,,,extra-care-of-small-babies-or-twins-in-the-first-days-of-life,,,,non-clinical-subject? no-code-in-source,chapters/16/16-05-03-extra-care-of-small-babies-or-twins-in-the-first-days-of,skip
16,Obstetric Conditions,16.5.4,3,Newborn Hygiene at Home,,,newborn-hygiene-at-home,,,,no-code-in-source,chapters/16/16-05-04-newborn-hygiene-at-home,seed
16,Obstetric Conditions,16.6.1,3,Postpartum Care,,,postpartum-care,,Z39,Z39,,chapters/16/16-06-01-postpartum-care,seed
16,Obstetric Conditions,16.6.1.1,4,Postpartum Counselling,,,postpartum-counselling,Postpartum Care,,,non-clinical-subject? no-code-in-source,chapters/16/16-06-01-01-postpartum-counselling,skip
16,Obstetric Conditions,16.6.3,3,Mastitis / Breast Abscess,,,mastitis-breast-abscess,,O91,O91,,chapters/16/16-06-03-mastitis-breast-abscess,seed
17,Childhood Illness,17.1.1,3,Newborn Examination / Danger Signs,,,newborn-examination-danger-signs,,,,no-code-in-source,,seed
17,Childhood Illness,17.1.2,3,"Assess for Special Treatment Needs, Local Infection, and Jaundice",,,assess-for-special-treatment-needs-local-infection-and-jaundice,,,,non-clinical-subject? no-code-in-source,chapters/17/17-01-02-assess-for-special-treatment-needs-local-infection-and,skip
17,Childhood Illness,17.2.1,3,Check for Very Severe Disease and Local Bacterial Infection,,,check-for-very-severe-disease-and-local-bacterial-infection,,,,non-clinical-subject? no-code-in-source,,skip
17,Childhood Illness,17.2.2,3,Check for Jaundice,,,check-for-jaundice,,,,non-clinical-subject? no-code-in-source,chapters/17/17-02-02-check-for-jaundice,skip
17,Childhood Illness,17.2.3,3,Check for Diarrhoea/Dehydration,,,check-for-diarrhoea-dehydration,,,,non-clinical-subject? no-code-in-source,chapters/17/17-02-03-check-for-diarrhoea-dehydration,skip
17,Childhood Illness,17.2.4,3,Check for HIV Infection,,,check-for-hiv-infection,,,,non-clinical-subject? no-code-in-source,chapters/17/17-02-04-check-for-hiv-infection,skip
17,Childhood Illness,17.2.5,3,Check for Feeding Problem or Low Weight-for-Age,,,check-for-feeding-problem-or-low-weight-for-age,,,,non-clinical-subject? no-code-in-source,chapters/17/17-02-05-check-for-feeding-problem-or-low-weight-for-age,skip
17,Childhood Illness,17.2.5.1,4,All Young Infants Except HIV-exposed Infants Not Breastfed,,,all-young-infants-except-hiv-exposed-infants-not-breastfed,Check for Feeding Problem or Low Weight-for-Age,,,no-code-in-source,chapters/17/17-02-05-01-all-young-infants-except-hiv-exposed-infants-not,seed
17,Childhood Illness,17.2.5.2,4,HIV-exposed Non Breastfeeding Infants,,,hiv-exposed-non-breastfeeding-infants,Check for Feeding Problem or Low Weight-for-Age,,,non-clinical-subject? no-code-in-source,chapters/17/17-02-05-02-hiv-exposed-non-breastfeeding-infants,skip
17,Childhood Illness,17.2.6,3,Check Young Infant’s Immunization Status,,,check-young-infant-s-immunization-status,,,,non-clinical-subject? no-code-in-source,chapters/17/17-02-06-check-young-infants-immunization-status,skip
17,Childhood Illness,17.2.7,3,Assess Other Problems,,,assess-other-problems,,,,"non-clinical-subject? duplicate-name:17.2.7,17.3.9 no-code-in-source",chapters/17/17-02-07-assess-other-problems,skip
17,Childhood Illness,17.2.8,3,Assess Mother’s Health Needs,,,assess-mother-s-health-needs,,,,non-clinical-subject? no-code-in-source,chapters/17/17-02-08-assess-mothers-health-needs,skip
17,Childhood Illness,17.2.9,3,Summary of IMNCI Medicines Used for Young Infants,,,summary-of-imnci-medicines-used-for-young-infants,,,,no-code-in-source,chapters/17/17-02-09-summary-of-imnci-medicines-used-for-young-infants,seed
17,Childhood Illness,17.2.10,3,Counsel the Mother,,,counsel-the-mother,,,,"duplicate-name:17.2.10,17.3.11 no-code-in-source",,seed
17,Childhood Illness,17.3.1,3,Check for General Danger Signs,,,check-for-general-danger-signs,,,,non-clinical-subject? no-code-in-source,,skip
17,Childhood Illness,17.3.2,3,Check for Cough or Difficult Breathing,,,check-for-cough-or-difficult-breathing,,,,non-clinical-subject? no-code-in-source,chapters/17/17-03-02-check-for-cough-or-difficult-breathing,skip
17,Childhood Illness,17.3.3,3,Child Has Diarrhoea,,,child-has-diarrhoea,,,,no-code-in-source,chapters/17/17-03-03-child-has-diarrhoea,seed
17,Childhood Illness,17.3.4,3,Check for Fever,,,check-for-fever,,,,non-clinical-subject? no-code-in-source,chapters/17/17-03-04-check-for-fever,skip
17,Childhood Illness,17.3.5,3,Check for Ear Problem,,,check-for-ear-problem,,,,non-clinical-subject? no-code-in-source,chapters/17/17-03-05-check-for-ear-problem,skip
17,Childhood Illness,17.3.6,3,Check for Malnutrition and Feeding Problems,,,check-for-malnutrition-and-feeding-problems,,,,non-clinical-subject? no-code-in-source,chapters/17/17-03-06-check-for-malnutrition-and-feeding-problems,skip
17,Childhood Illness,17.3.7,3,Check for Anaemia,,,check-for-anaemia,,,,non-clinical-subject? no-code-in-source,chapters/17/17-03-07-check-for-anaemia,skip
17,Childhood Illness,17.3.8,3,"Check Immunization, Vitamin A, Deworming",,,check-immunization-vitamin-a-deworming,,,,non-clinical-subject? no-code-in-source,chapters/17/17-03-08-check-immunization-vitamin-a-deworming,skip
17,Childhood Illness,17.3.9,3,Assess Other Problems,,,assess-other-problems,,,,"non-clinical-subject? duplicate-name:17.2.7,17.3.9 no-code-in-source",chapters/17/17-03-09-assess-other-problems,skip
17,Childhood Illness,17.3.10,3,Summary of Medicines Used,,,summary-of-medicines-used,,,,no-code-in-source,chapters/17/17-03-10-summary-of-medicines-used,seed
17,Childhood Illness,17.3.10.1,4,Medicines Used Only in Health Centers,,,medicines-used-only-in-health-centers,Summary of Medicines Used,,,no-code-in-source,chapters/17/17-03-10-01-medicines-used-only-in-health-centers,seed
17,Childhood Illness,17.3.10.2,4,Medicines for Home Use,,,medicines-for-home-use,Summary of Medicines Used,,,no-code-in-source,chapters/17/17-03-10-02-medicines-for-home-use,seed
17,Childhood Illness,17.3.10.3,4,Treatment of Local Infections at Home,,,treatment-of-local-infections-at-home,Summary of Medicines Used,,,no-code-in-source,chapters/17/17-03-10-03-treatment-of-local-infections-at-home,seed
17,Childhood Illness,17.3.11,3,Counsel the Mother,,,counsel-the-mother,,,,"duplicate-name:17.2.10,17.3.11 no-code-in-source",chapters/17/17-03-11-counsel-the-mother,seed
17,Childhood Illness,17.3.12.1,4,Feeding Recommendation during Illness,,,feeding-recommendation-during-illness,,,,orphan-child non-clinical-subject? no-code-in-source,chapters/17/17-03-12-01-feeding-recommendation-during-illness,skip
17,Childhood Illness,17.3.12.2,4,Assessing Appetite and Feeding,,,assessing-appetite-and-feeding,,,,orphan-child non-clinical-subject? no-code-in-source,chapters/17/17-03-12-02-assessing-appetite-and-feeding,skip
17,Childhood Illness,17.3.12.3,4,Feeding Recommendations,,,feeding-recommendations,,,,orphan-child non-clinical-subject? no-code-in-source,chapters/17/17-03-12-03-feeding-recommendations,skip
17,Childhood Illness,17.3.12.4,4,Counselling for Feeding Problems,,,counselling-for-feeding-problems,,,,orphan-child non-clinical-subject? no-code-in-source,chapters/17/17-03-12-04-counselling-for-feeding-problems,skip
17,Childhood Illness,17.3.12.5,4,Mother’s Health,,,mother-s-health,,,,orphan-child no-code-in-source,chapters/17/17-03-12-05-mothers-health,seed
18,Immunization,18.1.1,3,National Immunization Schedule,,,national-immunization-schedule,,,,non-clinical-subject? no-code-in-source,,skip
18,Immunization,18.1.2,3,Hepatitis B Vaccination,,,hepatitis-b-vaccination,,,,non-clinical-subject? no-code-in-source,chapters/18/18-01-02-hepatitis-b-vaccination,skip
18,Immunization,18.1.3,3,Yellow Fever Vaccination,,,yellow-fever-vaccination,,,,non-clinical-subject? no-code-in-source,chapters/18/18-01-03-yellow-fever-vaccination,skip
18,Immunization,18.1.4,3,Tetanus Prevention,,,tetanus-prevention,,,,no-code-in-source,chapters/18/18-01-04-tetanus-prevention,seed
18,Immunization,18.2.3.1,4,Prophylaxis Against Neonatal Tetanus,,,prophylaxis-against-neonatal-tetanus,,,,orphan-child non-clinical-subject? no-code-in-source,chapters/18/18-02-03-01-prophylaxis-against-neonatal-tetanus,skip
18,Immunization,18.2.4,3,Vaccination Against COVID-19,,,vaccination-against-covid-19,,,,non-clinical-subject? no-code-in-source,chapters/18/18-02-04-vaccination-against-covid-19,skip
19,Nutrition,19.1.1,3,Infant and Young Child Feeding,IYCF,,infant-and-young-child-feeding,,,,non-clinical-subject? no-code-in-source,,skip
19,Nutrition,19.1.2,3,Nutrition in HIV/AIDS,,,nutrition-in-hiv-aids,,,,no-code-in-source,chapters/19/19-01-02-nutrition-in-hiv-aids,seed
19,Nutrition,19.1.3,3,Nutrition in Diabetes,,,nutrition-in-diabetes,,,,no-code-in-source,chapters/19/19-01-03-nutrition-in-diabetes,seed
19,Nutrition,19.2.1,3,Introduction on Malnutrition,,,introduction-on-malnutrition,,,,non-clinical-subject? no-code-in-source,chapters/19/19-02-01-introduction-on-malnutrition,skip
19,Nutrition,19.2.1.1,4,Classification of Malnutrition,,,classification-of-malnutrition,Introduction on Malnutrition,,,non-clinical-subject? no-code-in-source,chapters/19/19-02-01-01-classification-of-malnutrition,skip
19,Nutrition,19.2.1.2,4,Assessing Malnutrition in Children 6 months to 5 years,,,assessing-malnutrition-in-children-6-months-to-5-years,Introduction on Malnutrition,,,no-code-in-source,chapters/19/19-02-01-02-assessing-malnutrition-in-children-6-months-to-5-years,seed
19,Nutrition,19.2.2,3,Management of Acute Malnutrition in Children,,,management-of-acute-malnutrition-in-children,,,,non-clinical-subject? no-code-in-source,chapters/19/19-02-02-management-of-acute-malnutrition-in-children,skip
19,Nutrition,19.2.2.1,4,Management of Moderate Acute Malnutrition,,,management-of-moderate-acute-malnutrition,Management of Acute Malnutrition in Children,,,non-clinical-subject? no-code-in-source,chapters/19/19-02-02-01-management-of-moderate-acute-malnutrition,skip
19,Nutrition,19.2.2.2,4,Management of Uncomplicated Severe Acute Malnutrition,,,management-of-uncomplicated-severe-acute-malnutrition,Management of Acute Malnutrition in Children,,,non-clinical-subject? no-code-in-source,chapters/19/19-02-02-02-management-of-uncomplicated-severe-acute,skip
19,Nutrition,19.2.2.3,4,Management of Complicated Severe Acute Malnutrition,,,management-of-complicated-severe-acute-malnutrition,Management of Acute Malnutrition in Children,,,non-clinical-subject? no-code-in-source,chapters/19/19-02-02-03-management-of-complicated-severe-acute-malnutrition,skip
19,Nutrition,19.2.2.4,4,Treatment of Associated Conditions,,,treatment-of-associated-conditions,Management of Acute Malnutrition in Children,,,no-code-in-source,chapters/19/19-02-02-04-treatment-of-associated-conditions,seed
19,Nutrition,19.2.2.5,4,Discharge from Nutritional Programme,,,discharge-from-nutritional-programme,Management of Acute Malnutrition in Children,,,no-code-in-source,chapters/19/19-02-02-05-discharge-from-nutritional-programme,seed
19,Nutrition,19.2.3,3,SAM in Infants Less than 6 Months,,,sam-in-infants-less-than-6-months,,,,no-code-in-source,chapters/19/19-02-03-sam-in-infants-less-than-6-months,seed
19,Nutrition,19.2.4,3,Obesity and Overweight,,,obesity-and-overweight,,E66,E66,,chapters/19/19-02-04-obesity-and-overweight,seed
20,Eye Conditions,20.1.1,3,Notes on Use of Eye Preparations,,,notes-on-use-of-eye-preparations,,,,non-clinical-subject? no-code-in-source,,skip
20,Eye Conditions,20.1.2,3,Conjunctivitis,,Red Eye,conjunctivitis,,H10,H10,,,seed
20,Eye Conditions,20.1.3,3,Stye,,Hordeolum,stye,,H00,H00,,,seed
20,Eye Conditions,20.1.4,3,Trachoma,,,trachoma,,A71,A71,,chapters/20/20-01-04-trachoma,seed
20,Eye Conditions,20.1.5,3,Keratitis,,,keratitis,,H16,H16,,chapters/20/20-01-05-keratitis,seed
20,Eye Conditions,20.1.6,3,Uveitis,,,uveitis,,H20,H20,,chapters/20/20-01-06-uveitis,seed
20,Eye Conditions,20.1.7,3,Orbital Cellulitis,,,orbital-cellulitis,,H05.01,H05.01,,chapters/20/20-01-07-orbital-cellulitis,seed
20,Eye Conditions,20.1.8,3,Postoperative Endophthalmitis,,,postoperative-endophthalmitis,,H44.0,H44.0,,chapters/20/20-01-08-postoperative-endophthalmitis,seed
20,Eye Conditions,20.1.9,3,Xerophthalmia,,,xerophthalmia,,E50,E50,,chapters/20/20-01-09-xerophthalmia,seed
20,Eye Conditions,20.2.1,3,Cataract,,,cataract,,H27,H27,,,seed
20,Eye Conditions,20.2.1.1,4,Paediatric Cataract,,,paediatric-cataract,Cataract,H26.0,H26.0,,chapters/20/20-02-01-01-paediatric-cataract,seed
20,Eye Conditions,20.2.2,3,Glaucoma,,,glaucoma,,H40,H40,,,seed
20,Eye Conditions,20.2.3,3,Diabetic Retinopathy,,,diabetic-retinopathy,,E10.31 E11.31,"E10.31, E11.31",,chapters/20/20-02-03-diabetic-retinopathy,seed
20,Eye Conditions,20.2.4,3,Refractive Errors,,,refractive-errors,,H52,H52,,,seed
20,Eye Conditions,20.2.5,3,Low Vision,,,low-vision,,H54,H54,,chapters/20/20-02-05-low-vision-icd10-code-h54,seed
20,Eye Conditions,20.2.5.1,4,Vision Loss,,,vision-loss,Low Vision,H54,H54,,,seed
20,Eye Conditions,20.3.1,3,Foreign Body in the Eye,,,foreign-body-in-the-eye,,T15,T15,,chapters/20/20-03-01-foreign-body-in-the-eye,seed
20,Eye Conditions,20.3.2,3,Ocular and Adnexa Injuries,,,ocular-and-adnexa-injuries,,,,no-code-in-source,chapters/20/20-03-02-ocular-and-adnexa-injuries,seed
20,Eye Conditions,20.3.2.1,4,Blunt Injuries,,,blunt-injuries,Ocular and Adnexa Injuries,S05.1,S05.1,,chapters/20/20-03-02-01-blunt-injuries,seed
20,Eye Conditions,20.3.2.2,4,Penetrating Eye Injuries,,,penetrating-eye-injuries,Ocular and Adnexa Injuries,S05.2,S05.2-6,,chapters/20/20-03-02-02-penetrating-eye-injuries,seed
20,Eye Conditions,20.3.2.3,4,Chemical Injuries to the Eye,,,chemical-injuries-to-the-eye,Ocular and Adnexa Injuries,S05.8,S05.8,,,seed
20,Eye Conditions,20.4.1,3,Retinoblastoma,,,retinoblastoma,,C69.2,C69.2,,chapters/20/20-04-01-retinoblastoma,seed
20,Eye Conditions,20.4.2,3,Squamous Cell Carcinoma of Conjunctiva,,,squamous-cell-carcinoma-of-conjunctiva,,C69.0,C69.0,,chapters/20/20-04-02-squamous-cell-carcinoma-of-conjunctiva,seed
21,"Ear, Nose & Throat Conditions",21.1.1,3,Foreign Body in the Ear,,,foreign-body-in-the-ear,,T16,T16,,,seed
21,"Ear, Nose & Throat Conditions",21.1.2,3,Wax in the Ear,,,wax-in-the-ear,,H61.2,H61.2,,chapters/21/21-01-02-wax-in-the-ear,seed
21,"Ear, Nose & Throat Conditions",21.1.3,3,Otitis External,,,otitis-external,,H60,H60,,chapters/21/21-01-03-otitis-external,seed
21,"Ear, Nose & Throat Conditions",21.1.4,3,Otitis Media,,Suppurative,otitis-media,,H66,H66,,chapters/21/21-01-04-otitis-media-suppurative,seed
21,"Ear, Nose & Throat Conditions",21.1.5,3,Glue Ear,,Otitis Media with Effusion,glue-ear,,H65,H65,,,seed
21,"Ear, Nose & Throat Conditions",21.1.6,3,Mastoiditis,,,mastoiditis,,H70.0,H70.0,,chapters/21/21-01-06-mastoiditis,seed
21,"Ear, Nose & Throat Conditions",21.2.1,3,Foreign Body in the Nose,,,foreign-body-in-the-nose,,T17.0,T17.0,,chapters/21/21-02-01-foreign-body-in-the-nose,seed
21,"Ear, Nose & Throat Conditions",21.2.2,3,Epistaxis,,Nose Bleeding,epistaxis,,R04.0,R04.0,,chapters/21/21-02-02-epistaxis-nose-bleeding,seed
21,"Ear, Nose & Throat Conditions",21.2.3,3,Nasal Allergy,,,nasal-allergy,,J30,J30,,chapters/21/21-02-03-nasal-allergy,seed
21,"Ear, Nose & Throat Conditions",21.2.4,3,Acute Sinusitis,,,acute-sinusitis,,J01,J01,,chapters/21/21-02-04-sinusitis-acute,seed
21,"Ear, Nose & Throat Conditions",21.2.5,3,Atrophic Rhinitis,,,atrophic-rhinitis,,,,no-code-in-source,chapters/21/21-02-05-atrophic-rhinitis,seed
21,"Ear, Nose & Throat Conditions",21.2.6,3,Adenoid Disease,,,adenoid-disease,,J35.02 J35.2,"J35.02, J35.2",,chapters/21/21-02-06-adenoid-disease,seed
21,"Ear, Nose & Throat Conditions",21.3.1,3,Foreign Body in the Airway,FB,,foreign-body-in-the-airway,,T17,T17,,,seed
21,"Ear, Nose & Throat Conditions",21.3.2,3,Foreign Body in the Food Passage,,,foreign-body-in-the-food-passage,,T18,T18,,chapters/21/21-03-02-foreign-body-in-the-food-passage,seed
21,"Ear, Nose & Throat Conditions",21.3.3,3,Pharyngitis,,Sore Throat,pharyngitis,,J02,J02,,chapters/21/21-03-03-pharyngitis-sore-throat-icd10-code-j02,seed
21,"Ear, Nose & Throat Conditions",21.3.4,3,Pharyngo-Tonsillitis,,,pharyngo-tonsillitis,,J03,J03,,chapters/21/21-03-04-pharyngo-tonsillitis,seed
21,"Ear, Nose & Throat Conditions",21.3.5,3,Peritonsillar Abscess,,Quinsy,peritonsillar-abscess,,J36,J36,,chapters/21/21-03-05-peritonsillar-abscess-quinsy-icd10-code-j36,seed
22,Skin Diseases,22.1.1,3,Impetigo,,,impetigo,,L01,L01,,,seed
22,Skin Diseases,22.1.2,3,Boils/Carbuncle,,Furuncle,boils-carbuncle,,,,no-code-in-source,chapters/22/22-01-02-boils-furuncle-carbuncle,seed
22,Skin Diseases,22.1.3,3,Cellulitis and Erysipelas,,,cellulitis-and-erysipelas,,L03,L03,,chapters/22/22-01-03-cellulitis-and-erysipelas,seed
22,Skin Diseases,22.2.1,3,Herpes Simplex,,,herpes-simplex,,B00,B00,,chapters/22/22-02-01-herpes-simplex,seed
22,Skin Diseases,22.2.2,3,Herpes Zoster,,Shingles,herpes-zoster,,B02,B02,,chapters/22/22-02-02-herpes-zoster-shingles-icd10-code-b02,seed
22,Skin Diseases,22.3.1,3,Tineas,,,tineas,,B35,B35,,chapters/22/22-03-01-tineas,seed
22,Skin Diseases,22.4.1,3,Scabies,,,scabies,,B86,B86,,chapters/22/22-04-01-scabies,seed
22,Skin Diseases,22.4.2,3,Pediculosis/Lice,,,pediculosis-lice,,B85,B85,,chapters/22/22-04-02-pediculosis-lice,seed
22,Skin Diseases,22.4.3,3,Tungiasis,,Jiggers,tungiasis,,B88.1,B88.1,,chapters/22/22-04-03-tungiasis-jiggers,seed
22,Skin Diseases,22.5.1,3,Acne,,,acne,,L70,L70,,chapters/22/22-05-01-acne,seed
22,Skin Diseases,22.5.2,3,Urticaria/Papular Urticaria,,,urticaria-papular-urticaria,,L50,L50,,chapters/22/22-05-02-urticaria-papular-urticari,seed
22,Skin Diseases,22.5.3,3,Eczema,,Dermatitis,eczema,,L20 L23,"L20, L23",,chapters/22/22-05-03-eczema-dermatitis,seed
22,Skin Diseases,22.5.4,3,Psoriasis,,,psoriasis,,L40,L40,,chapters/22/22-05-04-psoriasis,seed
22,Skin Diseases,22.6.1,3,Leg Ulcers,,,leg-ulcers,,L97,L97,,chapters/22/22-06-01-leg-ulcers,seed
22,Skin Diseases,22.7.1,3,Steven-Johnson Syndrome and Toxic Epidermal Necrolysis,SJS,TEN,steven-johnson-syndrome-and-toxic-epidermal-necrolysis,,L51,L51,,chapters/22/22-07-01-steven-johnson-syndrome-sjs-and-toxic-epidermal,seed
23,Oral and Dental Conditions,23.1.1,3,Halitosis/Bad Breath,,,halitosis-bad-breath,,R19.6,R19.6,,,seed
23,Oral and Dental Conditions,23.1.2,3,Dentin Hypersensitivity,,,dentin-hypersensitivity,,K03.9,K03.9,,,seed
23,Oral and Dental Conditions,23.1.3,3,Malocclusion,,,malocclusion,,M26.4,M26.4,,,seed
23,Oral and Dental Conditions,23.1.4,3,Fluorosis,,Mottling,fluorosis,,,K003,code-text-unparsed,,seed
